Sample_Kit_ID,Sample_ID,Date,Median_Time_Unix,Median_Time_Local,Local_Timezone,Mean_DO_mg_per_L,DO_sd,Mean_DO_percent_saturation,DO_percent_saturation_sd,Mean_Temp_Deg_C,Temp_sd,Respiration_Rate_mg_per_L_per_H,Respiration_R_Squared,Respiration_R_Squared_Adj,Respiration_p_value,Total_Incubation_Time_Min,Number_Points_In_Respiration_Regression,Number_Points_Removed_Respiration_Regression,DO_Concentration_At_Incubation_Time_Zero,Sample_Latitude,Sample_Longitude,MiniDot_Latitude,MiniDot_Longitude,MiniDot_Start_Time,MiniDot_End_Time,MiniDot_ID,pH,Contact_First_Name,Contact_Last_Name,Organization,Email,Site_Name,Stream_Name,City,State,Weather,Intermittent_or_Perennial,General_Vegetation,Hydrogeomorphology,River_Gradient,MiniDot_Sediment,Water_Temperature,Water_Depth_cm,Depositional_Type,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,Sediment_Collection_Depth_cm,MiniDot_Notes,Additional_Sampling_Notes,Hydrograph_Online,Hydrograph_Other
SSS019,SSS019-2,8/10/2022,1660155270,10:14:30,Pacific Standard Time (UTC-8),9.45,0.02,88.18,0.06,12.24,0.11,-5.144,0.985,0.981,0.005311189,60,6,0,7.656666667,47.0195,-121.1285,47.0195,-121.1285,9:49:00,10:45:00,605279,8.02,James,Stegen,PNNL,james.stegen@pnnl.gov,S03,N/A,N/A,Washington,Sunny,Perennial,Needleleaf evergreen tree,Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Silt/mud (<0.0625mm),12.69,2,N/A,Med (30-70%),Med (30-70%),Low (5-30%),1-3 cm as described in the protocol,N/A,Cold and calm water,N/A,N/A
SSS019,SSS019-3,8/10/2022,1660155270,10:14:30,Pacific Standard Time (UTC-8),9.45,0.02,88.18,0.06,12.24,0.11,-6.889,0.967,0.958,0.010686569,60,6,0,8.3,47.0195,-121.1285,47.0195,-121.1285,9:49:00,10:45:00,605279,8.02,James,Stegen,PNNL,james.stegen@pnnl.gov,S03,N/A,N/A,Washington,Sunny,Perennial,Needleleaf evergreen tree,Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Silt/mud (<0.0625mm),12.69,2,N/A,Med (30-70%),Med (30-70%),Low (5-30%),1-3 cm as described in the protocol,N/A,Cold and calm water,N/A,N/A
SSS020,SSS020-1,8/10/2022,1660165770,13:09:30,Pacific Standard Time (UTC-8),8.56,0.07,91.92,0.27,18.79,0.24,-26.06,0.983,0.965,0.057927477,10,3,0,7.546666667,46.9891,-121.0983,46.9891,-121.0982,12:44:00,13:40:00,727993,8.29,James,Stegen,PNNL,james.stegen@pnnl.gov,T05P,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf evergreen tree, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),19.16,6,N/A,None,None,None,1-3 cm as described in the protocol,N/A,"Cool, calm water. Slight wind.",N/A,N/A
SSS020,SSS020-2,8/10/2022,1660165770,13:09:30,Pacific Standard Time (UTC-8),8.56,0.07,91.92,0.27,18.79,0.24,-8.84,1,N/A,N/A,5,2,0,5.276666667,46.9891,-121.0983,46.9891,-121.0982,12:44:00,13:40:00,727993,8.29,James,Stegen,PNNL,james.stegen@pnnl.gov,T05P,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf evergreen tree, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),19.16,6,N/A,None,None,None,1-3 cm as described in the protocol,N/A,"Cool, calm water. Slight wind.",N/A,N/A
SSS020,SSS020-3,8/10/2022,1660165770,13:09:30,Pacific Standard Time (UTC-8),8.56,0.07,91.92,0.27,18.79,0.24,-23.28,1,N/A,N/A,5,2,0,6.49,46.9891,-121.0983,46.9891,-121.0982,12:44:00,13:40:00,727993,8.29,James,Stegen,PNNL,james.stegen@pnnl.gov,T05P,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf evergreen tree, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),19.16,6,N/A,None,None,None,1-3 cm as described in the protocol,N/A,"Cool, calm water. Slight wind.",N/A,N/A
SSS021,SSS021-1,8/11/2022,1660231590,7:26:30,Pacific Standard Time (UTC-8),9.05,0.03,89.67,0.37,14.94,0.03,-1.293,0.793,0.758,0.004497829,123,8,0,8.73,47.3543,-121.1082,47.3543,-121.1083,7:01:00,7:57:00,116650,7.69,James,Stegen,PNNL,james.stegen@pnnl.gov,S24,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.04,5.5,N/A,None,Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,"Sunny, hot day. Fast and cool river. Equilibration time went a bit over, due to waiting boat motor batteries to charge before starting incubation.",N/A,N/A
SSS021,SSS021-2,8/11/2022,1660231590,7:26:30,Pacific Standard Time (UTC-8),9.05,0.03,89.67,0.37,14.94,0.03,-2.962,0.983,0.979,0.003237331,60,6,0,7.81,47.3543,-121.1082,47.3543,-121.1083,7:01:00,7:57:00,116650,7.69,James,Stegen,PNNL,james.stegen@pnnl.gov,S24,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.04,5.5,N/A,None,Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,"Sunny, hot day. Fast and cool river. Equilibration time went a bit over, due to waiting boat motor batteries to charge before starting incubation.",N/A,N/A
SSS021,SSS021-3,8/11/2022,1660231590,7:26:30,Pacific Standard Time (UTC-8),9.05,0.03,89.67,0.37,14.94,0.03,-3.749,0.972,0.965,0.005303149,60,6,0,8.29,47.3543,-121.1082,47.3543,-121.1083,7:01:00,7:57:00,116650,7.69,James,Stegen,PNNL,james.stegen@pnnl.gov,S24,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.04,5.5,N/A,None,Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,"Sunny, hot day. Fast and cool river. Equilibration time went a bit over, due to waiting boat motor batteries to charge before starting incubation.",N/A,N/A
SSS022,SSS022-1,8/11/2022,1660239510,9:38:30,Pacific Standard Time (UTC-8),9.12,0.03,89.7,0.05,14.6,0.16,-0.884,0.996,0.995,3.90E-04,120,8,0,8.503333333,47.4636,-121.1073,47.3636,-121.1073,9:13:00,10:09:00,803484,7.85,James,Stegen,PNNL,james.stegen@pnnl.gov,S15,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf evergreen tree, Shrub",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),15.06,4,N/A,High (>70%),None,Low (5-30%),1-3 cm as described in the protocol,N/A,Slightly breezy,N/A,N/A
SSS022,SSS022-2,8/11/2022,1660239510,9:38:30,Pacific Standard Time (UTC-8),9.12,0.03,89.7,0.05,14.6,0.16,-0.988,0.99,0.988,7.52E-04,90,7,1,8.286666667,47.4636,-121.1073,47.3636,-121.1073,9:13:00,10:09:00,803484,7.85,James,Stegen,PNNL,james.stegen@pnnl.gov,S15,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf evergreen tree, Shrub",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),15.06,4,N/A,High (>70%),None,Low (5-30%),1-3 cm as described in the protocol,N/A,Slightly breezy,N/A,N/A
SSS022,SSS022-3,8/11/2022,1660239510,9:38:30,Pacific Standard Time (UTC-8),9.12,0.03,89.7,0.05,14.6,0.16,-0.733,0.996,0.995,3.45E-04,102,7,1,8.64,47.4636,-121.1073,47.3636,-121.1073,9:13:00,10:09:00,803484,7.85,James,Stegen,PNNL,james.stegen@pnnl.gov,S15,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf evergreen tree, Shrub",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),15.06,4,N/A,High (>70%),None,Low (5-30%),1-3 cm as described in the protocol,N/A,Slightly breezy,N/A,N/A
SSS023,SSS023-1,8/12/2022,1660317450,7:17:30,Pacific Standard Time (UTC-8),6.05,0.02,58.37,0.26,13.77,0.05,-23.16,1,N/A,N/A,5,2,0,1.94,46.8986,-120.6423,46.8986,-120.6423,6:56:00,7:52:00,565200,7.55,James,Stegen,PNNL,james.stegen@pnnl.gov,U20,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),14.04,38,N/A,Med (30-70%),High (>70%),Low (5-30%),1-3 cm as described in the protocol,N/A,No GPS location recorded. Latitude and Longitude copied from deployment,N/A,N/A
SSS023,SSS023-2,8/12/2022,1660317450,7:17:30,Pacific Standard Time (UTC-8),6.05,0.02,58.37,0.26,13.77,0.05,-18.92,1,N/A,N/A,5,2,0,1.59,46.8986,-120.6423,46.8986,-120.6423,6:56:00,7:52:00,565200,7.55,James,Stegen,PNNL,james.stegen@pnnl.gov,U20,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),14.04,38,N/A,Med (30-70%),High (>70%),Low (5-30%),1-3 cm as described in the protocol,N/A,No GPS location recorded. Latitude and Longitude copied from deployment,N/A,N/A
SSS023,SSS023-3,8/12/2022,1660317450,7:17:30,Pacific Standard Time (UTC-8),6.05,0.02,58.37,0.26,13.77,0.05,-43.32,1,N/A,N/A,5,2,0,4.753333333,46.8986,-120.6423,46.8986,-120.6423,6:56:00,7:52:00,565200,7.55,James,Stegen,PNNL,james.stegen@pnnl.gov,U20,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),14.04,38,N/A,Med (30-70%),High (>70%),Low (5-30%),1-3 cm as described in the protocol,N/A,No GPS location recorded. Latitude and Longitude copied from deployment,N/A,N/A
SSS024,SSS024-1,8/12/2022,1660319190,7:46:30,Pacific Standard Time (UTC-8),8.78,0.16,92.2,1.97,17.71,0.17,-32.28,1,N/A,N/A,5,2,0,4.626666667,46.8331,-120.7125,46.8331,-120.7125,7:21:00,8:17:00,700887,7.9,James,Stegen,PNNL,james.stegen@pnnl.gov,W20,N/A,N/A,Washington,Sunny,Perennial,"Shrub, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),17.98,8,N/A,Low (5-30%),Med (30-70%),None,1-3 cm as described in the protocol,N/A,Manta left at site and logging data at 15 min intervals.,N/A,N/A
SSS024,SSS024-2,8/12/2022,1660319190,7:46:30,Pacific Standard Time (UTC-8),8.78,0.16,92.2,1.97,17.71,0.17,-54.933,1,N/A,N/A,3,2,0,3.88,46.8331,-120.7125,46.8331,-120.7125,7:21:00,8:17:00,700887,7.9,James,Stegen,PNNL,james.stegen@pnnl.gov,W20,N/A,N/A,Washington,Sunny,Perennial,"Shrub, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),17.98,8,N/A,Low (5-30%),Med (30-70%),None,1-3 cm as described in the protocol,N/A,Manta left at site and logging data at 15 min intervals.,N/A,N/A
SSS024,SSS024-3,8/12/2022,1660319190,7:46:30,Pacific Standard Time (UTC-8),8.78,0.16,92.2,1.97,17.71,0.17,-43.28,1,N/A,N/A,5,2,0,4.766666667,46.8331,-120.7125,46.8331,-120.7125,7:21:00,8:17:00,700887,7.9,James,Stegen,PNNL,james.stegen@pnnl.gov,W20,N/A,N/A,Washington,Sunny,Perennial,"Shrub, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),17.98,8,N/A,Low (5-30%),Med (30-70%),None,1-3 cm as described in the protocol,N/A,Manta left at site and logging data at 15 min intervals.,N/A,N/A
SSS025,SSS025-1,8/8/2022,1659973950,7:52:30,Pacific Standard Time (UTC-8),6.36,0.24,67.47,2.59,18.24,0.01,N/A,1,N/A,N/A,6,2,0,0.006666667,46.2752,-120.1377,46.2753,-120.1377,7:27:00,8:23:00,182707,7.5,James,Stegen,PNNL,james.stegen@pnnl.gov,S34R,N/A,N/A,Washington,Sunny,Perennial,Broadleaf deciduous tree,Multi-channel/Braided,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),18.3,38.1,N/A,Low (5-30%),High (>70%),Low (5-30%),1-3 cm as described in the protocol,N/A,Minidot/HOBO covered in filamentous algae and algae. Manta deployed in pipekit carefully resting on lid because weighted sensor guard was missing and it was deployed facing upstream.,N/A,N/A
SSS025,SSS025-2,8/8/2022,1659973950,7:52:30,Pacific Standard Time (UTC-8),6.36,0.24,67.47,2.59,18.24,0.01,-1.92,1,N/A,N/A,5,2,0,0.16,46.2752,-120.1377,46.2753,-120.1377,7:27:00,8:23:00,182707,7.5,James,Stegen,PNNL,james.stegen@pnnl.gov,S34R,N/A,N/A,Washington,Sunny,Perennial,Broadleaf deciduous tree,Multi-channel/Braided,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),18.3,38.1,N/A,Low (5-30%),High (>70%),Low (5-30%),1-3 cm as described in the protocol,N/A,Minidot/HOBO covered in filamentous algae and algae. Manta deployed in pipekit carefully resting on lid because weighted sensor guard was missing and it was deployed facing upstream.,N/A,N/A
SSS025,SSS025-3,8/8/2022,1659973950,7:52:30,Pacific Standard Time (UTC-8),6.36,0.24,67.47,2.59,18.24,0.01,-0.28,1,N/A,N/A,5,2,0,0.033333333,46.2752,-120.1377,46.2753,-120.1377,7:27:00,8:23:00,182707,7.5,James,Stegen,PNNL,james.stegen@pnnl.gov,S34R,N/A,N/A,Washington,Sunny,Perennial,Broadleaf deciduous tree,Multi-channel/Braided,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),18.3,38.1,N/A,Low (5-30%),High (>70%),Low (5-30%),1-3 cm as described in the protocol,N/A,Minidot/HOBO covered in filamentous algae and algae. Manta deployed in pipekit carefully resting on lid because weighted sensor guard was missing and it was deployed facing upstream.,N/A,N/A
SSS026,SSS026-1,8/8/2022,1659986430,11:20:30,Pacific Standard Time (UTC-8),12.46,0.41,138.28,5.1,20.46,0.19,-13.95,1,N/A,N/A,4,2,0,1.44,46.3147,-120.1991,46.3147,-120.1991,10:55:00,11:51:00,179957,8.83,James,Stegen,PNNL,james.stegen@pnnl.gov,S36,N/A,N/A,Washington,Sunny,Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,21.17,58.42,N/A,Low (5-30%),High (>70%),Low (5-30%),1-3 cm as described in the protocol,N/A,No weighted sensor guard on Manta.,N/A,N/A
SSS026,SSS026-2,8/8/2022,1659986430,11:20:30,Pacific Standard Time (UTC-8),12.46,0.41,138.28,5.1,20.46,0.19,-14.32,1,N/A,N/A,5,2,0,1.433333333,46.3147,-120.1991,46.3147,-120.1991,10:55:00,11:51:00,179957,8.83,James,Stegen,PNNL,james.stegen@pnnl.gov,S36,N/A,N/A,Washington,Sunny,Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,21.17,58.42,N/A,Low (5-30%),High (>70%),Low (5-30%),1-3 cm as described in the protocol,N/A,No weighted sensor guard on Manta.,N/A,N/A
SSS026,SSS026-3,8/8/2022,1659986430,11:20:30,Pacific Standard Time (UTC-8),12.46,0.41,138.28,5.1,20.46,0.19,-14.88,1,N/A,N/A,5,2,0,3.146666667,46.3147,-120.1991,46.3147,-120.1991,10:55:00,11:51:00,179957,8.83,James,Stegen,PNNL,james.stegen@pnnl.gov,S36,N/A,N/A,Washington,Sunny,Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,21.17,58.42,N/A,Low (5-30%),High (>70%),Low (5-30%),1-3 cm as described in the protocol,N/A,No weighted sensor guard on Manta.,N/A,N/A
SSS027,SSS027-1,8/8/2022,1659999690,15:01:30,Pacific Standard Time (UTC-8),8.96,0.07,105.54,0.79,23.53,0.05,-4.6,0.993,0.99,0.003817278,30,5,1,7.643333333,46.2354,-120.4197,46.2354,-120.4197,14:36:00,15:32:00,854896,8.28,James,Stegen,PNNL,james.stegen@pnnl.gov,S32,N/A,N/A,Washington,Sunny,Perennial,Broadleaf deciduous tree,Multi-channel/Braided,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),23.69,22.86,N/A,Med (30-70%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,No boat motor in all manual chambers.,N/A,N/A
SSS027,SSS027-2,8/8/2022,1659999690,15:01:30,Pacific Standard Time (UTC-8),8.96,0.07,105.54,0.79,23.53,0.05,-4.832,0.995,0.994,0.002809139,62,6,0,8.073333333,46.2354,-120.4197,46.2354,-120.4197,14:36:00,15:32:00,854896,8.28,James,Stegen,PNNL,james.stegen@pnnl.gov,S32,N/A,N/A,Washington,Sunny,Perennial,Broadleaf deciduous tree,Multi-channel/Braided,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),23.69,22.86,N/A,Med (30-70%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,No boat motor in all manual chambers.,N/A,N/A
SSS027,SSS027-3,8/8/2022,1659999690,15:01:30,Pacific Standard Time (UTC-8),8.96,0.07,105.54,0.79,23.53,0.05,-5.351,0.995,0.993,0.003618913,30,5,0,7.633333333,46.2354,-120.4197,46.2354,-120.4197,14:36:00,15:32:00,854896,8.28,James,Stegen,PNNL,james.stegen@pnnl.gov,S32,N/A,N/A,Washington,Sunny,Perennial,Broadleaf deciduous tree,Multi-channel/Braided,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),23.69,22.86,N/A,Med (30-70%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,No boat motor in all manual chambers.,N/A,N/A
SSS028,SSS028-1,8/9/2022,1660062630,8:30:30,Pacific Standard Time (UTC-8),8.03,0.03,80.53,0.37,15.5,0.03,-6.192,0.992,0.99,0.005206595,30,5,1,8.276666667,46.2902,-120.8717,46.2902,-120.8717,8:05:00,9:01:00,775117,7.69,James,Stegen,PNNL,james.stegen@pnnl.gov,S42,N/A,N/A,Washington,"Overcast, Drizzle",Perennial,"Needleleaf evergreen tree, Needleleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.7,N/A,N/A,High (>70%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,Two motor boats in manual chambers at the end of test. Forgot to write serial numbers,N/A,N/A
SSS028,SSS028-2,8/9/2022,1660062630,8:30:30,Pacific Standard Time (UTC-8),8.03,0.03,80.53,0.37,15.5,0.03,-4.266,0.99,0.986,0.004197973,30,5,1,7.83,46.2902,-120.8717,46.2902,-120.8717,8:05:00,9:01:00,775117,7.69,James,Stegen,PNNL,james.stegen@pnnl.gov,S42,N/A,N/A,Washington,"Overcast, Drizzle",Perennial,"Needleleaf evergreen tree, Needleleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.7,N/A,N/A,High (>70%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,Two motor boats in manual chambers at the end of test. Forgot to write serial numbers,N/A,N/A
SSS028,SSS028-3,8/9/2022,1660062630,8:30:30,Pacific Standard Time (UTC-8),8.03,0.03,80.53,0.37,15.5,0.03,-4.377,0.999,0.998,0.001293992,60,6,0,8.28,46.2902,-120.8717,46.2902,-120.8717,8:05:00,9:01:00,775117,7.69,James,Stegen,PNNL,james.stegen@pnnl.gov,S42,N/A,N/A,Washington,"Overcast, Drizzle",Perennial,"Needleleaf evergreen tree, Needleleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.7,N/A,N/A,High (>70%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,Two motor boats in manual chambers at the end of test. Forgot to write serial numbers,N/A,N/A
SSS029,SSS029-1,8/9/2022,1660071090,10:51:30,Pacific Standard Time (UTC-8),8.75,0.05,92.78,0.64,18.19,0.05,-11.816,0.966,0.949,0.026066752,15,4,0,6.78,46.3111,-120.7891,46.3111,-120.7891,10:26:00,11:22:00,263695,8.03,James,Stegen,PNNL,james.stegen@pnnl.gov,S41R,N/A,N/A,Washington,Partly cloudy,Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),18.8,N/A,N/A,Med (30-70%),None,None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS029,SSS029-2,8/9/2022,1660071090,10:51:30,Pacific Standard Time (UTC-8),8.75,0.05,92.78,0.64,18.19,0.05,-8.064,0.978,0.967,0.014186378,15,4,1,7.256666667,46.3111,-120.7891,46.3111,-120.7891,10:26:00,11:22:00,263695,8.03,James,Stegen,PNNL,james.stegen@pnnl.gov,S41R,N/A,N/A,Washington,Partly cloudy,Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),18.8,N/A,N/A,Med (30-70%),None,None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS029,SSS029-3,8/9/2022,1660071090,10:51:30,Pacific Standard Time (UTC-8),8.75,0.05,92.78,0.64,18.19,0.05,-13.396,0.978,0.967,0.023664976,15,4,0,7.26,46.3111,-120.7891,46.3111,-120.7891,10:26:00,11:22:00,263695,8.03,James,Stegen,PNNL,james.stegen@pnnl.gov,S41R,N/A,N/A,Washington,Partly cloudy,Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),18.8,N/A,N/A,Med (30-70%),None,None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS030,SSS030-1,8/9/2022,1660081170,13:39:30,Pacific Standard Time (UTC-8),10.52,0.07,115.01,0.94,19.71,0.07,-3.874,0.913,0.895,0.008928477,91,7,0,8.54,46.3656,-120.6704,46.3656,-120.6704,13:14:00,14:10:00,857721,8.41,James,Stegen,PNNL,james.stegen@pnnl.gov,S43,N/A,N/A,Washington,"Overcast, Warm",Perennial,Broadleaf evergreen tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),20,1.5,N/A,None,Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS030,SSS030-2,8/9/2022,1660081170,13:39:30,Pacific Standard Time (UTC-8),10.52,0.07,115.01,0.94,19.71,0.07,-2.577,0.998,0.997,0.001067718,60,6,1,8.273333333,46.3656,-120.6704,46.3656,-120.6704,13:14:00,14:10:00,857721,8.41,James,Stegen,PNNL,james.stegen@pnnl.gov,S43,N/A,N/A,Washington,"Overcast, Warm",Perennial,Broadleaf evergreen tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),20,1.5,N/A,None,Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS030,SSS030-3,8/9/2022,1660081170,13:39:30,Pacific Standard Time (UTC-8),10.52,0.07,115.01,0.94,19.71,0.07,-3.922,0.991,0.988,0.003604456,30,5,2,8.79,46.3656,-120.6704,46.3656,-120.6704,13:14:00,14:10:00,857721,8.41,James,Stegen,PNNL,james.stegen@pnnl.gov,S43,N/A,N/A,Washington,"Overcast, Warm",Perennial,Broadleaf evergreen tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),20,1.5,N/A,None,Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS031,SSS031-1,8/10/2022,1660144110,7:08:30,Pacific Standard Time (UTC-8),9.85,0.03,86.3,0.28,9.51,0.01,-1.643,0.996,0.995,8.34E-04,90,7,1,8.91,46.6674,-121.094,46.6674,-121.094,6:43:00,7:39:00,519482,8.05,James,Stegen,PNNL,james.stegen@pnnl.gov,S47R,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),9.54,24,N/A,Med (30-70%),None,None,1-3 cm as described in the protocol,N/A,Added Minidot 856289. It had not motor boat and only incubated for 40min. Lost chamber with Minidot 077847 down the river. Cotton strips bricks were moved about 7 to 10ft downstream of original deployment location. They are currently downstream of Minidot brick by about 5ft and tea infusers are facing downstream. A small pile of gravels have built up immediately behind the bricks. Steph flipped the bricks 90 degrees so tea infusers are now back in contact with river bed. Sensors redeployed immediately downstream of bricks. Double check Manta time in water.,N/A,N/A
SSS031,SSS031-2,8/10/2022,1660144110,7:08:30,Pacific Standard Time (UTC-8),9.85,0.03,86.3,0.28,9.51,0.01,-0.64,0.94,0.93,0.001103474,120,8,0,8.176666667,46.6674,-121.094,46.6674,-121.094,6:43:00,7:39:00,519482,8.05,James,Stegen,PNNL,james.stegen@pnnl.gov,S47R,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),9.54,24,N/A,Med (30-70%),None,None,1-3 cm as described in the protocol,N/A,Added Minidot 856289. It had not motor boat and only incubated for 40min. Lost chamber with Minidot 077847 down the river. Cotton strips bricks were moved about 7 to 10ft downstream of original deployment location. They are currently downstream of Minidot brick by about 5ft and tea infusers are facing downstream. A small pile of gravels have built up immediately behind the bricks. Steph flipped the bricks 90 degrees so tea infusers are now back in contact with river bed. Sensors redeployed immediately downstream of bricks. Double check Manta time in water.,N/A,N/A
SSS031,SSS031-3,8/10/2022,1660144110,7:08:30,Pacific Standard Time (UTC-8),9.85,0.03,86.3,0.28,9.51,0.01,-1.351,0.997,0.997,5.78E-04,60,6,2,9.286666667,46.6674,-121.094,46.6674,-121.094,6:43:00,7:39:00,519482,8.05,James,Stegen,PNNL,james.stegen@pnnl.gov,S47R,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),9.54,24,N/A,Med (30-70%),None,None,1-3 cm as described in the protocol,N/A,Added Minidot 856289. It had not motor boat and only incubated for 40min. Lost chamber with Minidot 077847 down the river. Cotton strips bricks were moved about 7 to 10ft downstream of original deployment location. They are currently downstream of Minidot brick by about 5ft and tea infusers are facing downstream. A small pile of gravels have built up immediately behind the bricks. Steph flipped the bricks 90 degrees so tea infusers are now back in contact with river bed. Sensors redeployed immediately downstream of bricks. Double check Manta time in water.,N/A,N/A
